node_id	reason	capacity	area_3857
10565236653	capacity_suspiciously_high	22.8	0
8882192024	capacity_suspiciously_high	8	0
1521096836	capacity_suspiciously_high	10	0
8176211428	capacity_suspiciously_high	10	0
8176235814	capacity_suspiciously_high	8	0
3596144426	capacity_suspiciously_high	24	0
321377235	capacity_suspiciously_high	5	0
5548656580	capacity_suspiciously_high	8	0
4277997936	capacity_suspiciously_high	8	0
10576667229	capacity_suspiciously_high	6	0
10576681431	capacity_suspiciously_high	6	0
8296199094	capacity_suspiciously_high	10	0
9933841127	capacity_suspiciously_high	5	0
9933841126	capacity_suspiciously_high	5	0
9933841125	capacity_suspiciously_high	5	0
9933841124	capacity_suspiciously_high	5	0
9933841123	capacity_suspiciously_high	5	0
8378802756	capacity_suspiciously_high	16	0
6812202473	capacity_suspiciously_high	6	0
7232728457	capacity_suspiciously_high	6	0
6812202472	capacity_suspiciously_high	6	0
6812202471	capacity_suspiciously_high	6	0
9556538499	capacity_suspiciously_high	150	0
7254949704	capacity_suspiciously_high	8	0
6737229943	capacity_suspiciously_high	5	0
7793978998	capacity_suspiciously_high	10	0
9974880482	capacity_suspiciously_high	5	0
5531548125	capacity_suspiciously_high	12	0
7007681467	capacity_suspiciously_high	6	0
10050593408	capacity_suspiciously_high	28	0
10053272960	capacity_suspiciously_high	6	0
10680150680	capacity_suspiciously_high	9	0
8044050585	capacity_suspiciously_high	5	0
9451439041	capacity_suspiciously_high	6	0
8831843889	capacity_suspiciously_high	8	0
10555150591	capacity_suspiciously_high	8	0
9920632766	capacity_suspiciously_high	12	0
9893042047	capacity_suspiciously_high	8	0
8036355829	capacity_suspiciously_high	5	0
8036355830	capacity_suspiciously_high	5	0
9648190112	capacity_suspiciously_high	5	0
9648190113	capacity_suspiciously_high	7	0
10223484378	capacity_suspiciously_high	5	0
8147166716	capacity_suspiciously_high	5	0
8147166715	capacity_suspiciously_high	10	0
9686385830	capacity_suspiciously_high	6	0
5531548122	capacity_suspiciously_high	8	0
5622414220	capacity_suspiciously_high	10	0
5907857376	capacity_suspiciously_high	12	0
8268370184	capacity_suspiciously_high	5	0
8796448921	capacity_suspiciously_high	6	0
4305668808	capacity_suspiciously_high	8	0
9713222028	capacity_suspiciously_high	5	0
10231034910	capacity_suspiciously_high	8	0
9974975185	capacity_suspiciously_high	5	0
9989240274	capacity_suspiciously_high	11	0
9956793375	capacity_suspiciously_high	8	0
9138926106	capacity_suspiciously_high	6	0
